Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m),PAR (mol/m/s),max. PAR (mol/m/s),Tlog (degC),CO2 (ppm)
2024-01-01 00:00:00,979.5,7.55,282.366,2.67,71.11,10.412,7.404000000000001,3.008,4.715999999999999,7.558,1212.134,3.254,5.168,204.4,0.0,0.0,0.0,0.0,0.0,15.463999999999999,428.2
2024-01-01 01:00:00,979.3249999999999,6.986666666666667,281.815,2.3766666666666665,72.39333333333333,10.018333333333333,7.253333333333333,2.765,4.62,7.405,1214.4266666666667,3.2099999999999995,5.208333333333333,203.73333333333335,0.0,0.0,0.0,0.0,0.0,15.336666666666666,428.09999999999997
2024-01-01 02:00:00,979.2766666666666,6.4816666666666665,281.31,2.59,76.08833333333332,9.673333333333334,7.361666666666667,2.313333333333333,4.6883333333333335,7.515000000000001,1216.5049999999999,5.085,7.388333333333333,200.51666666666665,0.0,0.0,0.0,0.0,0.0,14.853333333333333,428.55
2024-01-01 03:00:00,979.31,6.785,281.61333333333334,2.895,76.17833333333333,9.88,7.526666666666666,2.3533333333333335,4.795,7.6866666666666665,1215.155,5.903333333333333,8.355,213.4333333333333,0.0,0.0,0.0,0.0,0.0,14.313333333333333,427.84999999999997
2024-01-01 04:00:00,979.3666666666667,6.691666666666666,281.515,3.0433333333333334,77.47833333333334,9.816666666666666,7.608333333333333,2.215,4.846666666666667,7.766666666666667,1215.58,5.391666666666667,7.873333333333334,212.98333333333335,0.0,0.0,0.0,0.0,0.0,14.248333333333333,428.3666666666666
2024-01-01 05:00:00,979.2266666666666,6.239999999999999,281.075,3.2383333333333333,81.02499999999999,9.518333333333333,7.71,1.8066666666666666,4.913333333333333,7.873333333333334,1217.32,4.983333333333333,7.528333333333333,212.33333333333334,0.0,0.0,0.0,0.0,0.0,14.245,429.1666666666667
2024-01-01 06:00:00,979.09,5.98,280.82166666666666,3.1333333333333333,81.89999999999999,9.345,7.6499999999999995,1.6916666666666667,4.876666666666666,7.8183333333333325,1218.3233333333335,4.8116666666666665,7.638333333333333,210.6833333333333,0.0,0.0,0.0,0.0,0.0,14.086666666666666,429.4166666666667
2024-01-01 07:00:00,979.3183333333333,5.8950000000000005,280.7183333333333,2.975,81.45,9.29,7.565,1.7233333333333334,4.818333333333333,7.726666666666667,1219.015,5.248333333333333,7.476666666666667,214.5666666666667,0.0,0.0,0.0,0.0,0.0,13.79,429.2166666666667
2024-01-01 08:00:00,979.8133333333334,5.91,280.6933333333333,2.7483333333333335,80.07833333333333,9.298333333333334,7.445,1.8533333333333333,4.741666666666667,7.6000000000000005,1219.625,5.023333333333333,7.396666666666666,210.28333333333333,0.0,0.0,5.849999999999999,14.513333333333334,19.8,13.555,429.0
2024-01-01 09:00:00,980.2400000000001,6.501666666666666,281.25166666666667,2.9033333333333338,77.70833333333333,9.691666666666666,7.531666666666666,2.1633333333333336,4.791666666666667,7.6816666666666675,1217.53,4.99,7.201666666666665,210.3166666666667,0.0,0.0,71.19666666666667,113.37333333333333,142.94166666666666,14.083333333333334,428.4666666666667
2024-01-01 10:00:00,980.515,6.848333333333334,281.5783333333333,2.885,75.77333333333333,9.921666666666667,7.516666666666667,2.4066666666666667,4.781666666666666,7.665,1216.3683333333333,5.1433333333333335,8.073333333333332,209.21666666666667,0.0,0.0,66.595,133.11666666666665,156.17499999999998,14.861666666666666,427.8333333333333
2024-01-01 11:00:00,980.4833333333332,7.3133333333333335,282.04833333333335,2.7283333333333335,72.58666666666666,10.246666666666668,7.4383333333333335,2.8083333333333336,4.7316666666666665,7.586666666666666,1214.3500000000001,6.531666666666666,9.313333333333334,209.88333333333333,0.0,0.0,166.18833333333333,314.45666666666665,398.1166666666666,15.061666666666667,426.98333333333335
2024-01-01 12:00:00,980.495,7.22,281.9533333333333,3.0366666666666666,74.67666666666666,10.178333333333333,7.6000000000000005,2.5766666666666667,4.833333333333333,7.751666666666666,1214.7083333333333,6.713333333333334,9.531666666666666,214.5666666666667,0.0,0.0,146.62,284.06,334.23,15.226666666666667,426.55
2024-01-01 13:00:00,980.4250000000001,7.919999999999999,282.6616666666667,2.7099999999999995,69.56333333333333,10.68,7.428333333333334,3.251666666666667,4.726666666666667,7.575,1211.6716666666666,6.608333333333333,10.243333333333334,218.63333333333333,0.0,0.0,135.03833333333333,260.075,351.60833333333335,15.476666666666667,426.0833333333333
2024-01-01 14:00:00,980.3916666666668,7.303333333333334,282.04333333333335,3.3033333333333332,75.65166666666666,10.238333333333333,7.746666666666666,2.4933333333333336,4.928333333333334,7.898333333333333,1214.1466666666668,6.5633333333333335,9.495,214.6833333333333,0.0,0.0,86.98,170.55333333333334,191.94500000000002,15.603333333333333,426.6166666666666
2024-01-01 15:00:00,980.8483333333334,7.075,281.78,3.435,77.57000000000001,10.078333333333333,7.82,2.2616666666666667,4.973333333333334,7.971666666666667,1215.6583333333333,5.201666666666667,8.38,215.4333333333333,0.0,10.0,34.96666666666666,66.86,81.23666666666666,15.32,427.0333333333333
2024-01-01 16:00:00,981.4416666666666,6.609999999999999,281.2666666666667,3.6966666666666668,81.58333333333333,9.763333333333334,7.963333333333334,1.7983333333333336,5.065,8.113333333333333,1218.3516666666667,3.151666666666667,5.001666666666667,198.79999999999998,0.0,36.666666666666664,1.8383333333333336,6.213333333333334,8.033333333333333,15.263333333333334,428.81666666666666
2024-01-01 17:00:00,982.2199999999999,6.25,280.84,3.7866666666666666,84.18333333333334,9.525,8.016666666666667,1.5066666666666666,5.093333333333333,8.16,1220.8633333333335,3.0316666666666667,4.68,204.76666666666665,0.0,26.666666666666668,0.0,0.0,0.0,15.391666666666666,429.6333333333334
2024-01-01 18:00:00,982.665,5.853333333333334,280.40166666666664,3.6283333333333334,85.56666666666666,9.263333333333334,7.926666666666667,1.3383333333333332,5.031666666666667,8.063333333333334,1223.2066666666667,2.625,4.866666666666666,216.5666666666667,0.0,156.66666666666666,0.0,0.0,0.0,15.273333333333333,429.31666666666666
2024-01-01 19:00:00,982.9166666666666,5.368333333333333,279.895,3.5100000000000002,87.76666666666667,8.958333333333334,7.861666666666667,1.0966666666666667,4.991666666666666,7.998333333333334,1225.68,3.1816666666666666,4.995,209.88333333333333,0.03333333333333333,90.0,0.0,0.0,0.0,14.840000000000002,430.2833333333333
2024-01-01 20:00:00,983.1866666666666,4.315,278.81166666666667,2.59,88.51666666666667,8.32,7.363333333333333,0.955,4.671666666666667,7.488333333333333,1230.9166666666667,3.0433333333333334,4.256666666666667,209.54999999999998,0.0,0.0,0.0,0.0,0.0,13.873333333333333,431.5
2024-01-01 21:00:00,983.4866666666667,4.243333333333333,278.7133333333333,2.305,87.18333333333334,8.276666666666666,7.215,1.0633333333333332,4.575,7.336666666666667,1231.6866666666667,3.3966666666666665,4.6433333333333335,217.6,0.0,0.0,0.0,0.0,0.0,13.030000000000001,429.45
2024-01-01 22:00:00,983.3633333333333,3.9716666666666662,278.455,2.5500000000000003,90.45,8.121666666666668,7.341666666666666,0.7816666666666667,4.658333333333333,7.468333333333334,1232.6683333333333,3.69,5.031666666666667,219.28333333333333,0.0,76.66666666666667,0.0,0.0,0.0,12.475,428.40000000000003
2024-01-01 23:00:00,983.1233333333333,4.34,278.84499999999997,3.2449999999999997,92.56666666666666,8.336666666666666,7.713333333333334,0.6216666666666667,4.896666666666667,7.846666666666667,1230.5483333333334,2.7383333333333333,3.4766666666666666,217.73333333333335,0.0,0.0,0.0,0.0,0.0,12.293333333333335,428.84999999999997
2024-01-02 00:00:00,982.9916666666667,3.9166666666666665,278.4266666666667,3.39,96.35000000000001,8.090000000000002,7.793333333333333,0.2966666666666667,4.943333333333333,7.926666666666667,1232.235,1.26,1.8616666666666666,182.95000000000002,0.0,71.66666666666667,0.0,0.0,0.0,13.04,433.1666666666667
2024-01-02 01:00:00,982.3183333333333,4.031666666666667,278.5983333333333,3.53,96.53333333333335,8.155,7.871666666666667,0.285,4.998333333333334,8.013333333333334,1230.8433333333332,2.1216666666666666,2.8883333333333336,190.0,0.0,0.0,0.0,0.0,0.0,13.791666666666666,433.3
2024-01-02 02:00:00,981.6283333333334,4.485,279.1116666666667,3.605,94.03333333333335,8.423333333333334,7.911666666666666,0.51,5.03,8.06,1227.9416666666668,2.02,3.158333333333333,186.53333333333333,0.03333333333333333,365.0,0.0,0.0,0.0,13.898333333333333,434.01666666666665
2024-01-02 03:00:00,980.915,4.026666666666666,278.70666666666665,3.7416666666666667,98.03333333333335,8.151666666666667,7.989999999999999,0.16166666666666665,5.081666666666667,8.143333333333333,1229.0416666666667,1.835,2.7983333333333333,187.46666666666667,0.0,200.0,0.0,0.0,0.0,14.13,436.26666666666665
2024-01-02 04:00:00,979.695,4.364999999999999,279.14833333333337,3.4466666666666668,93.75,8.348333333333334,7.825,0.525,4.983333333333333,7.984999999999999,1226.0833333333333,2.5833333333333335,3.7983333333333333,180.83333333333334,0.0,66.66666666666667,0.0,0.0,0.0,14.15,434.2
2024-01-02 05:00:00,978.265,4.79,279.6933333333333,3.14,89.0,8.603333333333333,7.655,0.9483333333333333,4.883333333333334,7.825,1222.4883333333335,3.466666666666667,4.756666666666667,187.9,0.0,0.0,0.0,0.0,0.0,13.986666666666666,431.56666666666666
2024-01-02 06:00:00,976.8516666666668,4.94,279.96,3.4916666666666667,90.31666666666666,8.691666666666666,7.851666666666667,0.8416666666666667,5.011666666666667,8.036666666666667,1219.9750000000001,3.171666666666667,5.021666666666667,182.29999999999998,0.03333333333333333,346.6666666666667,0.0,0.0,0.0,13.82,431.7166666666667
2024-01-02 07:00:00,975.715,4.806666666666667,279.91833333333335,3.7133333333333334,92.60000000000001,8.613333333333333,7.973333333333334,0.64,5.098333333333334,8.173333333333334,1219.0783333333331,4.3,7.228333333333334,184.0666666666667,0.13333333333333333,600.0,0.0,0.0,0.0,13.645000000000001,430.01666666666665
2024-01-02 08:00:00,974.88,3.975,279.1483333333333,3.24,94.95,8.123333333333333,7.711666666666666,0.4116666666666667,4.935,7.91,1221.8166666666666,4.381666666666667,6.771666666666667,180.88333333333333,0.25,593.3333333333334,1.195,2.8516666666666666,4.043333333333334,12.979999999999999,430.09999999999997
2024-01-02 09:00:00,973.6183333333333,3.8466666666666662,279.12333333333333,3.421666666666667,97.03333333333335,8.046666666666667,7.808333333333334,0.2383333333333333,5.005,8.023333333333333,1220.7433333333333,4.715,6.948333333333333,179.9,0.03333333333333333,136.66666666666666,17.925,37.30833333333333,44.17166666666666,12.530000000000001,431.09999999999997
2024-01-02 10:00:00,972.5,4.39,279.7633333333333,3.4633333333333334,93.68333333333334,8.361666666666666,7.831666666666666,0.53,5.0249999999999995,8.055,1216.9416666666666,4.888333333333333,6.968333333333334,190.0666666666667,0.0,0.0,38.38666666666666,79.30833333333334,87.62166666666667,12.658333333333333,431.15000000000003
2024-01-02 11:00:00,971.8216666666667,5.296666666666667,280.7316666666667,4.006666666666667,91.35000000000001,8.913333333333334,8.141666666666667,0.7716666666666666,5.226666666666667,8.376666666666667,1211.9883333333335,3.395,5.081666666666666,182.63333333333333,0.0,0.0,44.379999999999995,92.33333333333333,102.45166666666667,13.4,431.09999999999997
2024-01-02 12:00:00,971.0216666666666,7.321666666666666,282.8416666666667,5.413333333333334,87.66666666666667,10.258333333333333,8.985,1.2716666666666667,5.776666666666666,9.253333333333332,1201.8500000000001,5.445,8.498333333333333,201.38333333333333,0.0,0.0,35.818333333333335,75.575,87.13333333333333,14.540000000000001,429.6666666666667
2024-01-02 13:00:00,970.4983333333333,8.523333333333333,284.09499999999997,6.375,86.31666666666666,11.128333333333332,9.606666666666667,1.5216666666666667,6.176666666666667,9.898333333333333,1195.7783333333334,7.573333333333333,11.213333333333333,213.83333333333334,0.0,0.0,55.38833333333333,116.32,124.255,15.278333333333334,428.4666666666667
2024-01-02 14:00:00,970.1833333333334,9.336666666666666,284.9433333333333,6.673333333333333,83.39999999999999,11.756666666666668,9.805,1.9516666666666669,6.3116666666666665,10.105,1191.8533333333332,9.096666666666666,12.590000000000002,215.35,0.0,0.0,44.28,92.93666666666667,101.44166666666666,15.721666666666666,428.0333333333333
2024-01-02 15:00:00,970.4283333333333,9.341666666666667,284.92833333333334,6.678333333333334,83.39999999999999,11.761666666666665,9.808333333333334,1.955,6.3116666666666665,10.106666666666667,1192.135,6.796666666666667,9.973333333333334,211.16666666666666,0.0,90.0,8.76,21.271666666666665,25.973333333333333,16.17833333333333,428.31666666666666
