,date_time,T,p,rh,Vpact,wv,rho
3257,23.01.2024 15:00:00,7.44,998.44,65.02,6.72,3.6,1236.44
3258,23.01.2024 15:10:00,6.98,998.69,66.47,6.66,3.93,1238.79
3259,23.01.2024 15:20:00,6.84,998.79,66.59,6.61,3.7,1239.57
3260,23.01.2024 15:30:00,6.81,998.95,66.32,6.56,4.3,1239.93
3261,23.01.2024 15:40:00,6.78,999.14,66.65,6.58,2.98,1240.29
3262,23.01.2024 15:50:00,6.69,999.25,67.45,6.62,2.66,1240.83
3263,23.01.2024 16:00:00,6.57,999.33,68.64,6.68,1.92,1241.42
3264,23.01.2024 16:10:00,6.51,999.53,69.57,6.74,0.87,1241.89
3265,23.01.2024 16:20:00,6.49,999.53,69.2,6.7,1.66,1242.03
3266,23.01.2024 16:30:00,6.34,999.38,69.87,6.7,1.8,1242.48
3267,23.01.2024 16:40:00,6.28,999.43,69.94,6.67,2.65,1242.82
3268,23.01.2024 16:50:00,6.23,999.52,70.36,6.69,1.1,1243.15
3269,23.01.2024 17:00:00,6.12,999.44,70.74,6.67,0.85,1243.56
3270,23.01.2024 17:10:00,6.13,999.39,70.18,6.63,2.05,1243.45
3271,23.01.2024 17:20:00,6.15,999.35,70.12,6.63,3.03,1243.32
3272,23.01.2024 17:30:00,6.04,999.25,70.93,6.66,2.8,1243.66
3273,23.01.2024 17:40:00,5.94,999.16,71.32,6.65,2.76,1244.0
3274,23.01.2024 17:50:00,6.03,998.95,70.91,6.65,3.83,1243.35
3275,23.01.2024 18:00:00,6.01,998.85,71.42,6.69,3.14,1243.3
3276,23.01.2024 18:10:00,5.95,998.73,72.09,6.72,3.59,1243.39
3277,23.01.2024 18:20:00,5.98,998.6,72.16,6.74,3.47,1243.09
3278,23.01.2024 18:30:00,5.9,998.44,72.09,6.7,4.34,1243.25
3279,23.01.2024 18:40:00,5.94,998.32,71.61,6.67,4.29,1242.95
3280,23.01.2024 18:50:00,5.88,998.2,71.85,6.67,3.49,1243.06
3281,23.01.2024 19:00:00,5.9,998.16,72.03,6.69,3.95,1242.94
3282,23.01.2024 19:10:00,5.96,998.15,72.26,6.74,3.18,1242.63
3283,23.01.2024 19:20:00,6.03,998.21,72.19,6.77,2.95,1242.4
3284,23.01.2024 19:30:00,6.15,998.21,71.73,6.78,4.91,1241.85
3285,23.01.2024 19:40:00,6.26,998.04,71.39,6.8,5.39,1241.15
3286,23.01.2024 19:50:00,6.34,998.0,71.25,6.83,5.43,1240.69
3287,23.01.2024 20:00:00,6.3,998.0,72.1,6.89,3.88,1240.87
3288,23.01.2024 20:10:00,6.32,997.84,72.99,6.98,3.18,1240.53
3289,23.01.2024 20:20:00,6.38,997.83,73.7,7.08,3.06,1240.21
3290,23.01.2024 20:30:00,6.47,997.69,74.81,7.23,2.89,1239.55
3291,23.01.2024 20:40:00,6.48,997.56,76.41,7.39,2.92,1239.27
3292,23.01.2024 20:50:00,6.61,997.17,76.71,7.49,6.9,1238.15
3293,23.01.2024 21:00:00,6.68,997.07,77.3,7.58,6.55,1237.67
3294,23.01.2024 21:10:00,6.65,996.99,78.22,7.66,6.42,1237.69
3295,23.01.2024 21:20:00,6.65,996.96,78.56,7.69,5.92,1237.62
3296,23.01.2024 21:30:00,6.72,996.86,78.27,7.7,7.42,1237.2
3297,23.01.2024 21:40:00,6.77,996.59,78.2,7.72,7.21,1236.61
3298,23.01.2024 21:50:00,6.65,996.25,79.83,7.81,7.08,1236.71
3299,23.01.2024 22:00:00,6.53,996.04,81.2,7.89,5.93,1236.91
3300,23.01.2024 22:10:00,6.45,995.77,82.2,7.93,6.27,1236.94
3301,23.01.2024 22:20:00,6.38,995.55,83.1,7.99,6.32,1236.92
3302,23.01.2024 22:30:00,6.41,995.5,83.0,7.99,6.27,1236.72
3303,23.01.2024 22:40:00,6.36,995.28,84.0,8.06,6.09,1236.67
3304,23.01.2024 22:50:00,6.29,994.84,84.7,8.09,7.44,1236.41
3305,23.01.2024 23:00:00,6.23,994.56,85.8,8.16,7.62,1236.29
3306,23.01.2024 23:10:00,6.09,994.35,87.4,8.23,6.06,1236.61
3307,23.01.2024 23:20:00,6.08,994.02,87.8,8.26,6.82,1236.22
3308,23.01.2024 23:30:00,6.16,993.64,87.4,8.27,8.43,1235.4
3309,23.01.2024 23:40:00,6.15,993.4,87.8,8.3,7.1,1235.1
3310,23.01.2024 23:50:00,6.27,993.18,87.1,8.3,7.86,1234.32
3311,24.01.2024 00:00:00,6.31,993.07,87.4,8.36,6.77,1233.98
3312,24.01.2024 00:10:00,6.39,992.91,87.0,8.36,7.21,1233.42
3313,24.01.2024 00:20:00,6.4,992.82,87.8,8.45,5.81,1233.2
3314,24.01.2024 00:30:00,6.38,992.61,88.4,8.49,7.62,1233.04
3315,24.01.2024 00:40:00,6.45,992.26,88.3,8.52,6.35,1232.29
3316,24.01.2024 00:50:00,6.61,992.12,87.5,8.54,6.59,1231.36
3317,24.01.2024 01:00:00,6.84,991.92,86.1,8.54,6.57,1230.11
3318,24.01.2024 01:10:00,7.03,991.83,85.1,8.55,8.14,1229.16
3319,24.01.2024 01:20:00,7.07,991.39,85.5,8.61,7.77,1228.44
3320,24.01.2024 01:30:00,7.18,991.08,85.1,8.64,8.35,1227.54
3321,24.01.2024 01:40:00,7.28,990.9,85.0,8.69,7.47,1226.87
3322,24.01.2024 01:50:00,7.34,990.56,85.1,8.73,7.66,1226.16
3323,24.01.2024 02:00:00,7.45,990.37,85.1,8.8,8.29,1225.38
3324,24.01.2024 02:10:00,7.53,990.33,85.5,8.89,8.08,1224.96
3325,24.01.2024 02:20:00,7.64,990.12,86.0,9.01,7.95,1224.18
3326,24.01.2024 02:30:00,7.76,990.02,86.5,9.14,8.14,1223.44
3327,24.01.2024 02:40:00,7.94,989.9,86.7,9.27,7.36,1222.45
3328,24.01.2024 02:50:00,8.13,989.69,86.6,9.38,8.78,1221.32
3329,24.01.2024 03:00:00,8.4,989.45,86.0,9.49,9.15,1219.8
3330,24.01.2024 03:10:00,8.63,989.29,85.3,9.56,8.84,1218.58
3331,24.01.2024 03:20:00,8.73,989.07,85.1,9.6,9.48,1217.85
3332,24.01.2024 03:30:00,8.9,988.85,84.7,9.67,10.32,1216.82
3333,24.01.2024 03:40:00,8.91,989.11,85.0,9.71,6.69,1217.08
3334,24.01.2024 03:50:00,9.06,988.83,84.5,9.75,6.78,1216.06
3335,24.01.2024 04:00:00,9.23,988.89,84.0,9.81,6.32,1215.38
3336,24.01.2024 04:10:00,9.28,988.81,83.7,9.8,4.38,1215.07
3337,24.01.2024 04:20:00,9.18,988.55,84.0,9.77,5.95,1215.19
3338,24.01.2024 04:30:00,9.17,988.43,84.6,9.84,5.47,1215.06
3339,24.01.2024 04:40:00,9.14,988.39,85.5,9.92,4.68,1215.1
3340,24.01.2024 04:50:00,9.21,988.0,86.0,10.03,7.65,1214.27
3341,24.01.2024 05:00:00,9.44,988.0,85.7,10.15,8.44,1213.22
3342,24.01.2024 05:10:00,9.71,987.65,85.1,10.26,8.89,1211.58
3343,24.01.2024 05:20:00,9.82,987.81,84.7,10.29,8.54,1211.29
3344,24.01.2024 05:30:00,9.79,987.88,85.0,10.3,7.05,1211.5
3345,24.01.2024 05:40:00,9.8,987.63,85.2,10.33,5.67,1211.13
3346,24.01.2024 05:50:00,9.89,987.5,85.3,10.41,4.65,1210.55
3347,24.01.2024 06:00:00,10.18,987.4,84.5,10.51,5.27,1209.14
3348,24.01.2024 06:10:00,10.5,987.08,83.5,10.61,7.43,1207.34
3349,24.01.2024 06:20:00,10.67,986.9,83.1,10.68,6.77,1206.36
3350,24.01.2024 06:30:00,10.81,987.2,82.8,10.75,6.05,1206.11
3351,24.01.2024 06:40:00,10.92,987.11,82.6,10.8,7.51,1205.51
3352,24.01.2024 06:50:00,11.06,986.81,82.3,10.86,8.52,1204.52
3353,24.01.2024 07:00:00,11.31,986.84,81.5,10.93,7.64,1203.46
3354,24.01.2024 07:10:00,11.48,986.9,81.0,10.99,7.27,1202.79
3355,24.01.2024 07:20:00,11.61,986.9,80.6,11.03,7.2,1202.22
3356,24.01.2024 07:30:00,11.54,986.94,81.5,11.1,6.3,1202.53
3357,24.01.2024 07:40:00,11.47,986.82,82.5,11.19,6.77,1202.64
3358,24.01.2024 07:50:00,11.57,986.78,82.0,11.19,6.06,1202.17
3359,24.01.2024 08:00:00,11.85,987.16,80.5,11.19,3.59,1201.45
3360,24.01.2024 08:10:00,12.06,987.06,79.32,11.18,3.41,1200.45
3361,24.01.2024 08:20:00,12.34,987.19,77.29,11.1,2.6,1199.47
3362,24.01.2024 08:30:00,12.42,987.04,75.5,10.9,3.16,1199.04
3363,24.01.2024 08:40:00,12.53,987.12,73.83,10.74,4.38,1198.75
3364,24.01.2024 08:50:00,12.65,987.41,73.77,10.81,3.99,1198.57
3365,24.01.2024 09:00:00,12.61,987.46,74.08,10.83,3.53,1198.79
3366,24.01.2024 09:10:00,12.67,987.59,72.26,10.61,4.9,1198.8
3367,24.01.2024 09:20:00,12.74,987.59,71.38,10.52,5.18,1198.54
3368,24.01.2024 09:30:00,12.45,988.06,76.48,11.06,5.32,1200.08
3369,24.01.2024 09:40:00,11.64,988.09,82.3,11.29,4.07,1203.43
3370,24.01.2024 09:50:00,12.34,988.23,75.12,10.79,4.56,1200.88
3371,24.01.2024 10:00:00,13.02,988.05,69.57,10.45,5.49,1197.97
3372,24.01.2024 10:10:00,13.26,988.08,65.53,10.0,5.12,1197.21
3373,24.01.2024 10:20:00,13.13,988.06,63.48,9.6,4.8,1197.91
3374,24.01.2024 10:30:00,13.41,988.36,61.55,9.48,5.24,1197.16
3375,24.01.2024 10:40:00,13.42,988.57,61.63,9.5,3.9,1197.36
3376,24.01.2024 10:50:00,13.22,988.79,62.12,9.45,3.65,1198.49
3377,24.01.2024 11:00:00,13.01,989.05,60.57,9.09,4.28,1199.85
3378,24.01.2024 11:10:00,12.99,989.12,59.96,8.99,4.57,1200.07
3379,24.01.2024 11:20:00,13.15,989.16,62.98,9.54,3.94,1199.19
3380,24.01.2024 11:30:00,13.15,989.32,65.03,9.85,5.19,1199.24
3381,24.01.2024 11:40:00,13.02,989.53,63.27,9.5,6.86,1200.2
3382,24.01.2024 11:50:00,13.05,989.66,60.59,9.12,6.15,1200.41
3383,24.01.2024 12:00:00,12.61,989.84,60.48,8.84,6.03,1202.61
3384,24.01.2024 12:10:00,12.17,989.96,61.75,8.77,3.98,1204.64
3385,24.01.2024 12:20:00,11.87,990.08,63.68,8.87,4.2,1206.01
3386,24.01.2024 12:30:00,11.47,990.07,68.92,9.35,2.32,1207.47
3387,24.01.2024 12:40:00,11.13,990.21,73.26,9.71,2.78,1208.92
3388,24.01.2024 12:50:00,10.84,990.22,73.55,9.56,3.76,1210.23
3389,24.01.2024 13:00:00,10.37,990.41,77.06,9.71,3.55,1212.4
3390,24.01.2024 13:10:00,9.75,990.79,83.3,10.07,2.91,1215.36
3391,24.01.2024 13:20:00,9.23,990.91,86.9,10.14,2.84,1217.71
3392,24.01.2024 13:30:00,9.67,991.02,81.7,9.82,3.5,1216.1
3393,24.01.2024 13:40:00,10.36,991.02,76.73,9.66,3.2,1213.22
3394,24.01.2024 13:50:00,10.33,990.95,73.87,9.28,3.79,1213.44
3395,24.01.2024 14:00:00,10.52,991.05,68.95,8.78,4.73,1212.98
3396,24.01.2024 14:10:00,10.77,991.08,64.17,8.31,4.75,1212.17
3397,24.01.2024 14:20:00,10.99,991.17,60.6,7.96,3.92,1211.5
3398,24.01.2024 14:30:00,11.16,991.28,57.45,7.63,5.82,1211.07
3399,24.01.2024 14:40:00,11.32,991.32,57.32,7.7,4.64,1210.4
3400,24.01.2024 14:50:00,11.36,991.48,57.85,7.79,5.24,1210.39
3401,24.01.2024 15:00:00,11.2,991.52,60.67,8.08,4.58,1210.98
3402,24.01.2024 15:10:00,10.97,991.57,62.26,8.17,4.99,1211.98
3403,24.01.2024 15:20:00,10.89,991.69,61.95,8.08,4.84,1212.51
3404,24.01.2024 15:30:00,10.79,991.64,62.07,8.04,4.27,1212.89
3405,24.01.2024 15:40:00,10.64,991.86,62.29,7.99,5.07,1213.83
3406,24.01.2024 15:50:00,10.66,992.02,62.66,8.05,4.68,1213.91
3407,24.01.2024 16:00:00,10.61,992.28,62.46,8.0,3.99,1214.46
3408,24.01.2024 16:10:00,10.56,992.52,62.24,7.94,3.45,1215.01
3409,24.01.2024 16:20:00,10.45,992.74,62.38,7.9,4.7,1215.76
3410,24.01.2024 16:30:00,10.29,992.86,63.1,7.91,4.62,1216.59
3411,24.01.2024 16:40:00,10.14,993.01,63.54,7.89,4.93,1217.43
3412,24.01.2024 16:50:00,10.02,993.14,64.15,7.9,3.17,1218.11
3413,24.01.2024 17:00:00,9.83,993.26,65.46,7.96,3.2,1219.04
3414,24.01.2024 17:10:00,9.73,993.45,64.8,7.82,4.98,1219.77
3415,24.01.2024 17:20:00,9.62,993.59,65.07,7.8,3.2,1220.42
3416,24.01.2024 17:30:00,9.58,993.73,65.24,7.8,3.78,1220.78
3417,24.01.2024 17:40:00,9.63,993.87,64.37,7.72,3.13,1220.77
3418,24.01.2024 17:50:00,9.67,994.06,63.59,7.65,4.21,1220.87
3419,24.01.2024 18:00:00,9.64,994.01,63.31,7.6,3.51,1220.96
3420,24.01.2024 18:10:00,9.53,993.92,63.41,7.55,4.66,1221.33
3421,24.01.2024 18:20:00,9.5,993.87,63.46,7.54,4.41,1221.41
3422,24.01.2024 18:30:00,9.45,993.89,63.64,7.54,4.46,1221.65
3423,24.01.2024 18:40:00,9.45,993.91,63.17,7.48,4.14,1221.71
3424,24.01.2024 18:50:00,9.41,993.98,63.26,7.47,4.13,1221.97
3425,24.01.2024 19:00:00,9.34,994.05,63.23,7.44,3.42,1222.38
3426,24.01.2024 19:10:00,9.35,994.14,62.97,7.41,3.83,1222.46
3427,24.01.2024 19:20:00,9.35,994.32,62.86,7.4,3.67,1222.68
3428,24.01.2024 19:30:00,9.3,994.44,63.03,7.39,3.79,1223.05
3429,24.01.2024 19:40:00,9.27,994.52,63.12,7.39,4.0,1223.28
3430,24.01.2024 19:50:00,9.22,994.61,63.6,7.42,3.82,1223.6
3431,24.01.2024 20:00:00,9.05,994.73,64.78,7.47,2.8,1224.46
3432,24.01.2024 20:10:00,8.98,994.78,65.17,7.48,3.24,1224.82
3433,24.01.2024 20:20:00,8.96,994.95,65.06,7.46,3.3,1225.12
3434,24.01.2024 20:30:00,8.93,995.01,65.34,7.47,2.61,1225.32
3435,24.01.2024 20:40:00,8.88,995.11,65.79,7.5,3.28,1225.65
3436,24.01.2024 20:50:00,8.86,995.25,66.01,7.51,2.76,1225.91
3437,24.01.2024 21:00:00,8.85,995.44,66.22,7.53,2.97,1226.18
3438,24.01.2024 21:10:00,8.79,995.48,66.99,7.59,3.17,1226.45
3439,24.01.2024 21:20:00,8.74,995.41,67.4,7.61,3.27,1226.57
3440,24.01.2024 21:30:00,8.68,995.42,68.15,7.66,3.09,1226.83
3441,24.01.2024 21:40:00,8.62,995.46,68.33,7.65,2.45,1227.14
3442,24.01.2024 21:50:00,8.61,995.51,67.76,7.58,2.75,1227.28
3443,24.01.2024 22:00:00,8.65,995.52,66.88,7.51,3.51,1227.15
3444,24.01.2024 22:10:00,8.69,995.55,66.24,7.45,4.17,1227.04
3445,24.01.2024 22:20:00,8.75,995.6,65.75,7.43,4.84,1226.85
3446,24.01.2024 22:30:00,8.75,995.66,65.68,7.42,4.06,1226.93
3447,24.01.2024 22:40:00,8.73,995.75,65.82,7.43,3.19,1227.13
3448,24.01.2024 22:50:00,8.71,995.69,65.93,7.43,3.33,1227.13
3449,24.01.2024 23:00:00,8.67,995.63,66.2,7.44,2.89,1227.24
3450,24.01.2024 23:10:00,8.61,995.57,66.8,7.48,2.73,1227.4
3451,24.01.2024 23:20:00,8.56,995.67,67.47,7.53,2.39,1227.72
3452,24.01.2024 23:30:00,8.52,995.71,67.92,7.56,1.89,1227.93
3453,24.01.2024 23:40:00,8.5,995.72,68.03,7.56,2.31,1228.03
3454,24.01.2024 23:50:00,8.46,995.79,68.01,7.54,2.06,1228.31
3455,25.01.2024 00:00:00,8.45,996.01,67.63,7.49,1.9,1228.63
3456,25.01.2024 00:10:00,8.47,996.22,67.63,7.5,2.34,1228.8
3457,25.01.2024 00:20:00,8.48,996.41,67.52,7.49,2.15,1229.0
3458,25.01.2024 00:30:00,8.47,996.55,67.64,7.5,1.85,1229.21
3459,25.01.2024 00:40:00,8.47,996.44,67.33,7.47,2.76,1229.09
3460,25.01.2024 00:50:00,8.46,996.41,66.67,7.39,3.16,1229.14
3461,25.01.2024 01:00:00,8.44,996.42,65.99,7.3,3.16,1229.28
3462,25.01.2024 01:10:00,8.44,996.49,65.43,7.24,3.21,1229.39
3463,25.01.2024 01:20:00,8.38,996.54,66.0,7.27,2.82,1229.7
3464,25.01.2024 01:30:00,8.27,996.46,67.13,7.34,3.23,1230.04
3465,25.01.2024 01:40:00,8.15,996.49,68.03,7.38,2.18,1230.59
3466,25.01.2024 01:50:00,8.1,996.48,68.83,7.44,2.37,1230.77
3467,25.01.2024 02:00:00,8.01,996.48,69.68,7.49,2.05,1231.15
3468,25.01.2024 02:10:00,7.95,996.64,70.02,7.49,2.4,1231.61
3469,25.01.2024 02:20:00,7.79,996.8,70.49,7.46,2.41,1232.53
3470,25.01.2024 02:30:00,7.73,996.88,70.33,7.41,3.25,1232.91
3471,25.01.2024 02:40:00,7.61,996.79,70.77,7.4,2.96,1233.31
3472,25.01.2024 02:50:00,7.49,996.7,71.27,7.39,2.94,1233.72
3473,25.01.2024 03:00:00,7.47,996.78,71.13,7.37,2.7,1233.92
3474,25.01.2024 03:10:00,7.46,996.77,71.05,7.35,2.52,1234.01
3475,25.01.2024 03:20:00,7.46,996.73,71.02,7.35,2.45,1233.92
3476,25.01.2024 03:30:00,7.49,996.77,70.98,7.36,2.54,1233.86
3477,25.01.2024 03:40:00,7.55,996.85,70.94,7.38,2.5,1233.69
3478,25.01.2024 03:50:00,7.54,996.82,70.97,7.38,3.27,1233.69
3479,25.01.2024 04:00:00,7.53,996.75,71.2,7.4,3.2,1233.64
3480,25.01.2024 04:10:00,7.43,996.68,71.63,7.4,3.65,1233.99
3481,25.01.2024 04:20:00,7.33,996.7,72.15,7.4,3.71,1234.43
3482,25.01.2024 04:30:00,7.27,996.69,72.4,7.4,3.53,1234.7
3483,25.01.2024 04:40:00,7.25,996.97,72.4,7.38,2.76,1235.16
3484,25.01.2024 04:50:00,7.33,997.3,72.29,7.42,3.44,1235.16
3485,25.01.2024 05:00:00,7.31,997.32,72.92,7.47,3.29,1235.25
3486,25.01.2024 05:10:00,7.21,997.29,73.58,7.48,2.98,1235.66
3487,25.01.2024 05:20:00,7.16,997.18,73.67,7.47,3.29,1235.77
3488,25.01.2024 05:30:00,7.09,997.2,74.05,7.47,3.26,1236.07
3489,25.01.2024 05:40:00,6.95,997.26,75.19,7.52,2.52,1236.74
3490,25.01.2024 05:50:00,6.85,997.4,75.77,7.52,2.1,1237.37
3491,25.01.2024 06:00:00,6.79,997.64,75.38,7.45,2.21,1237.98
3492,25.01.2024 06:10:00,6.74,997.91,74.87,7.37,2.32,1238.59
3493,25.01.2024 06:20:00,6.65,998.03,75.02,7.35,2.38,1239.1
3494,25.01.2024 06:30:00,6.59,998.29,75.03,7.31,2.41,1239.73
3495,25.01.2024 06:40:00,6.53,998.29,75.12,7.29,2.9,1239.99
3496,25.01.2024 06:50:00,6.5,998.43,74.76,7.24,2.57,1240.32
3497,25.01.2024 07:00:00,6.57,998.43,73.17,7.12,3.27,1240.08
3498,25.01.2024 07:10:00,6.68,998.46,71.84,7.05,3.13,1239.68
3499,25.01.2024 07:20:00,6.64,998.71,71.84,7.02,2.71,1240.19
3500,25.01.2024 07:30:00,6.69,998.92,71.21,6.99,3.2,1240.21
3501,25.01.2024 07:40:00,6.78,999.0,70.28,6.94,3.0,1239.92
3502,25.01.2024 07:50:00,6.86,999.18,69.03,6.86,2.59,1239.84
3503,25.01.2024 08:00:00,6.92,999.39,68.76,6.86,2.64,1239.85
3504,25.01.2024 08:10:00,6.9,999.41,68.98,6.87,2.51,1239.95
3505,25.01.2024 08:20:00,6.91,999.38,68.35,6.81,2.47,1239.91
3506,25.01.2024 08:30:00,6.97,999.49,67.25,6.73,3.86,1239.82
3507,25.01.2024 08:40:00,6.99,999.58,67.12,6.73,1.92,1239.83
3508,25.01.2024 08:50:00,7.0,999.75,67.49,6.77,1.43,1239.98
3509,25.01.2024 09:00:00,7.01,999.9,67.69,6.79,1.26,1240.14
3510,25.01.2024 09:10:00,7.06,1000.13,67.98,6.84,1.24,1240.17
3511,25.01.2024 09:20:00,7.08,1000.44,68.27,6.88,2.0,1240.44
3512,25.01.2024 09:30:00,7.04,1000.29,68.8,6.92,2.79,1240.42
3513,25.01.2024 09:40:00,7.07,1000.33,68.99,6.95,2.69,1240.32
3514,25.01.2024 09:50:00,7.22,1000.26,68.89,7.01,2.11,1239.56
3515,25.01.2024 10:00:00,7.32,1000.32,68.65,7.04,2.65,1239.15
3516,25.01.2024 10:10:00,7.3,1000.41,68.76,7.04,4.11,1239.36
3517,25.01.2024 10:20:00,7.43,1000.44,68.71,7.1,2.2,1238.8
3518,25.01.2024 10:30:00,7.51,1000.48,68.07,7.07,2.84,1238.51
3519,25.01.2024 10:40:00,7.79,1000.63,66.55,7.05,2.5,1237.45
3520,25.01.2024 10:50:00,8.01,1000.81,65.53,7.04,3.12,1236.72
3521,25.01.2024 11:00:00,8.17,1000.99,64.76,7.04,3.45,1236.24
3522,25.01.2024 11:10:00,7.99,1001.14,65.76,7.06,3.42,1237.22
3523,25.01.2024 11:20:00,7.69,1001.22,67.21,7.07,3.18,1238.62
3524,25.01.2024 11:30:00,7.61,1001.3,68.14,7.12,2.99,1239.06
3525,25.01.2024 11:40:00,7.64,1001.32,68.71,7.2,1.38,1238.91
3526,25.01.2024 11:50:00,7.56,1001.38,69.07,7.2,2.93,1239.31
3527,25.01.2024 12:00:00,7.4,1001.39,69.77,7.19,2.12,1240.05
3528,25.01.2024 12:10:00,7.43,1001.35,69.78,7.21,2.86,1239.84
3529,25.01.2024 12:20:00,7.47,1001.23,69.88,7.24,3.12,1239.52
3530,25.01.2024 12:30:00,7.49,1001.14,70.08,7.27,2.43,1239.29
3531,25.01.2024 12:40:00,7.73,1001.14,69.02,7.28,2.5,1238.23
3532,25.01.2024 12:50:00,7.83,1001.12,68.41,7.26,2.43,1237.79
3533,25.01.2024 13:00:00,7.98,1001.14,68.33,7.33,2.03,1237.14
3534,25.01.2024 13:10:00,8.2,1001.09,67.22,7.32,2.36,1236.1
3535,25.01.2024 13:20:00,8.05,1001.07,67.31,7.25,3.51,1236.77
3536,25.01.2024 13:30:00,7.84,1000.95,67.16,7.13,3.12,1237.59
3537,25.01.2024 13:40:00,7.71,1000.84,68.09,7.17,2.18,1238.0
3538,25.01.2024 13:50:00,7.7,1000.82,67.47,7.1,3.53,1238.06
3539,25.01.2024 14:00:00,7.6,1000.94,68.19,7.13,2.66,1238.64
3540,25.01.2024 14:10:00,7.64,1001.04,68.4,7.17,2.54,1238.56
3541,25.01.2024 14:20:00,7.57,1001.07,68.19,7.11,2.94,1238.96
3542,25.01.2024 14:30:00,7.54,1000.94,67.97,7.07,3.38,1238.91
3543,25.01.2024 14:40:00,7.53,1000.79,67.97,7.07,2.93,1238.78
3544,25.01.2024 14:50:00,7.61,1000.75,67.7,7.08,2.01,1238.4
3545,25.01.2024 15:00:00,7.7,1000.77,67.32,7.08,1.91,1238.01
3546,25.01.2024 15:10:00,7.65,1000.75,66.85,7.01,2.71,1238.25
3547,25.01.2024 15:20:00,7.53,1000.59,67.5,7.02,2.48,1238.55
3548,25.01.2024 15:30:00,7.51,1000.57,68.03,7.06,2.03,1238.63
3549,25.01.2024 15:40:00,7.55,1000.6,67.16,6.99,2.69,1238.51
3550,25.01.2024 15:50:00,7.57,1000.58,66.74,6.96,2.68,1238.44
3551,25.01.2024 16:00:00,7.55,1000.69,66.71,6.95,3.14,1238.64
3552,25.01.2024 16:10:00,7.45,1000.63,67.18,6.95,3.49,1238.98
3553,25.01.2024 16:20:00,7.3,1000.5,67.84,6.95,3.13,1239.49
3554,25.01.2024 16:30:00,7.14,1000.42,68.36,6.92,3.4,1240.13
3555,25.01.2024 16:40:00,7.0,1000.42,68.41,6.86,2.52,1240.76
3556,25.01.2024 16:50:00,6.92,1000.59,68.66,6.85,1.67,1241.37
3557,25.01.2024 17:00:00,6.89,1000.67,68.55,6.82,2.58,1241.61
3558,25.01.2024 17:10:00,6.81,1000.64,68.99,6.83,2.26,1241.92
3559,25.01.2024 17:20:00,6.64,1000.73,69.92,6.84,1.8,1242.77
3560,25.01.2024 17:30:00,6.49,1000.56,70.68,6.84,1.42,1243.21
3561,25.01.2024 17:40:00,6.38,1000.59,71.16,6.84,1.32,1243.74
3562,25.01.2024 17:50:00,6.24,1000.62,71.8,6.83,0.82,1244.4
3563,25.01.2024 18:00:00,6.18,1000.68,71.96,6.82,0.89,1244.79
3564,25.01.2024 18:10:00,6.07,1000.69,72.31,6.8,1.07,1245.27
3565,25.01.2024 18:20:00,5.94,1000.69,72.84,6.79,0.7,1245.85
3566,25.01.2024 18:30:00,5.76,1000.55,73.58,6.77,1.52,1246.48
3567,25.01.2024 18:40:00,5.6,1000.49,74.25,6.76,0.76,1247.15
3568,25.01.2024 18:50:00,5.52,1000.54,74.38,6.73,1.22,1247.6
3569,25.01.2024 19:00:00,5.37,1000.51,74.86,6.71,1.47,1248.21
3570,25.01.2024 19:10:00,5.17,1000.47,75.75,6.69,2.13,1249.06
3571,25.01.2024 19:20:00,4.89,1000.5,76.88,6.66,2.1,1250.37
3572,25.01.2024 19:30:00,4.66,1000.5,77.72,6.62,2.18,1251.43
3573,25.01.2024 19:40:00,4.59,1000.47,77.86,6.6,2.6,1251.72
3574,25.01.2024 19:50:00,4.58,1000.48,77.7,6.59,2.38,1251.79
3575,25.01.2024 20:00:00,4.55,1000.51,77.45,6.55,2.18,1252.0
3576,25.01.2024 20:10:00,4.33,1000.54,77.92,6.49,2.4,1253.05
3577,25.01.2024 20:20:00,4.14,1000.53,78.61,6.46,2.54,1253.91
3578,25.01.2024 20:30:00,4.03,1000.6,79.34,6.47,1.6,1254.48
3579,25.01.2024 20:40:00,4.06,1000.66,79.22,6.47,2.23,1254.44
3580,25.01.2024 20:50:00,3.86,1000.65,80.1,6.45,1.93,1255.34
3581,25.01.2024 21:00:00,3.69,1000.6,81.1,6.46,1.83,1256.02
3582,25.01.2024 21:10:00,3.73,1000.67,80.9,6.46,1.43,1255.93
3583,25.01.2024 21:20:00,3.42,1000.75,82.5,6.44,1.1,1257.47
3584,25.01.2024 21:30:00,3.19,1000.77,83.5,6.41,1.31,1258.56
3585,25.01.2024 21:40:00,3.12,1000.77,84.1,6.43,0.84,1258.86
3586,25.01.2024 21:50:00,3.13,1000.7,84.2,6.44,1.17,1258.71
3587,25.01.2024 22:00:00,3.11,1000.6,84.5,6.45,0.95,1258.68
3588,25.01.2024 22:10:00,2.88,1000.54,85.5,6.43,1.15,1259.64
3589,25.01.2024 22:20:00,2.56,1000.58,87.2,6.41,0.68,1261.16
3590,25.01.2024 22:30:00,2.51,1000.55,87.6,6.41,0.84,1261.36
3591,25.01.2024 22:40:00,2.66,1000.49,86.4,6.39,1.72,1260.61
3592,25.01.2024 22:50:00,2.68,1000.45,86.7,6.42,0.81,1260.47
3593,25.01.2024 23:00:00,2.67,1000.37,86.8,6.43,0.96,1260.42
3594,25.01.2024 23:10:00,2.63,1000.21,87.1,6.43,0.58,1260.39
